name,responsible_for_v,responsible_for_i,receiving_v,receiving_i,prefix_list
Turkish Geograpical Review,0,23,0,3,10.17211
Turkish History Education Journal,0,2,0,0,10.17497
Turkish Journal of Academic Gastroenterology,0,1,0,0,10.17941
Turkish Journal of Agricultural Research (TUTAD),0,6,0,0,10.19159
Turkish Journal of Clinics and Laboratory,0,8,0,0,10.18663
Turkish Journal of Engineering,0,34,0,0,10.31127
Turkish Journal of Entomology,0,2,0,2,10.16970
Turkish Journal of Family Medicine and Primary Care,2,5,0,0,10.21763
Turkish Journal of Field Crops,0,5,0,4,10.17557
Turkish Journal of Forecasting,0,1,0,0,10.34110
Turkish Journal of Forestry,3,14,0,3,10.18182
Turkish Journal of Kinesiology,0,14,0,0,10.31459
Turkish Journal of Orthodontics,1,0,0,0,10.13076
Turkish Journal of Pediatric Disease,0,106,0,0,10.12956
Turkish Journal of Physiotherapy and Rehabilitation,0,5,0,0,10.21653
Turkish Journal of Public Health,0,26,0,0,10.20518
Turkish Journal of Sociology,0,0,0,3,10.16917
Turkish Journal of Sport and Exercise,0,16,0,0,10.15314
Turkish National Committee for Air Pollution and Control (TUNCAP),0,0,0,1,10.5094
Turkish Nephrology Dialysis Transplantation,0,0,0,2,10.5262
Turkish Neurosurgical Society,0,0,0,13,10.5137
Turkish Online Journal of Distance Education,0,0,0,4,10.17718
Turkish Psychological Counseling and Guidance Journal,0,0,0,2,10.17066
Turkish Science and Technology Publishing (TURSTEP),0,0,0,2,10.24925
Turkish Society of Cardiology,0,0,0,8,10.5543
Turkish Society of Gastroenterology,0,0,0,3,10.4318
Turkiyat Arastirmalari Dergisi - Journal of Studies in Turkology,0,0,0,1,10.15315
Turkiye Biyolojik Mucadele Dergisi,0,1,0,0,10.31019
Turkiye Ilahiyat Arastirmalari Dergisi,0,1,0,0,10.32711
Turkiye Jeoloji Bulteni,1,9,0,0,10.25288
Turkiye Klinikleri,0,0,0,8,10.5336
Turkiye Ortadogu Calismalari Dergisi,0,11,0,0,10.26513
Turkiye Sosyal Arastirmalar Dergisi,0,1,0,0,10.20296
Turkiye Yesilay Cemiyeti,0,0,0,17,10.15805
Tver State University,0,0,0,1,10.26456
Tyumen State University,2,0,0,1,10.21684
U.S. Fish and Wildlife Service,2,10,0,1,10.3996
UCAM CCD,0,0,1,1,10.12800
UCL Press,6,3,1,3,10.14324
UCLA American Indian Studies Center,1,0,1,1,10.17953
UCTEA Chamber of Textile Engineers,0,3,0,2,10.7216
UGM Press,0,15,0,0,10.29037
UIN Walisongo Semarang,0,0,0,1,10.21580
UIR Press,1,0,0,0,10.25299
UK Simulation Society,0,0,6,9,10.5013
UKI Press,0,0,0,1,10.33541
UMR7044 ARCHIMEDE,2,0,0,0,10.47245
UNED - Universidad Nacional de Educacion a Distancia,0,0,19,33,10.5944
UNESCO-IHP,0,0,1,0,10.29104
UNESP - Universidade Estadual Paulista,0,0,1,9,10.5016
UNIB Press,0,0,1,1,10.33369
UNIMAS Publisher,0,0,0,1,10.33736
UNISA Press,0,0,2,3,10.25159
UNISINOS - Universidade do Vale do Rio Dos Sinos,0,0,0,9,10.4013
UNS Solo,0,0,10,21,10.13057
UNSYS Digital,0,0,0,4,10.21535
"UP4 Institute of Sciences, S.L.",0,13,0,0,10.21042
UPF Editora,0,0,0,7,10.5335
UPT Penerbitan Universitas Jember,0,0,3,3,10.19184
UPV/EHU Press,0,0,0,60,10.1387
US Geological Survey,0,0,40,63,10.3133
USCS Universidade Municipal  de Sao Caetano do Sul,0,0,1,4,10.13037
USDA Forest Service,0,7,0,2,10.2737
"Ubiquity Press, Ltd.",16,1,125,62,10.5334__10.1629
Ufa State Petroleum Technological University,0,0,0,5,10.17122
Uhamka Press,0,0,0,1,10.29405
UiT The Arctic University of Norway,0,0,0,3,10.7557
"UiTM Press, Universiti Teknologi MARA",0,0,5,4,10.24191
Uitgeverij Boom,1,0,0,1,10.1347
Ukrainian Center for Cultural Studies,0,0,0,3,10.21847
Ukrainian Institute for Plant Variety Examination,0,21,0,1,10.21498
Ukrainian Medical Stomatological Academy,2,0,0,1,10.29254
Ukrainian National Forestry University,1,0,0,0,10.36930
Ukrainian State University of Railway Transport,0,0,2,0,10.18664
Ulster Institute for Social Research,0,0,292,0,10.46469
Uludag Aricilik Dergisi,0,2,0,0,10.31467
Uludag Universitesi Egitim Fakultesi Dergisi,0,3,0,0,10.19171
Uludag Universitesi Fen Edebiyat Fakultesi Sosyal Bilimler Dergisi,0,2,0,0,10.21550
Uludag Universitesi Tip Fakultesi Dergisi,0,44,0,0,10.32708
Uludag Universitesi Veteriner Fakultesi Dergisi,0,9,0,0,10.30782
Uludag University Journal of the Faculty of Engineering,0,117,0,2,10.17482
Uluslararasi Iktisadi ve Idari Bilimler Dergisi,0,2,0,0,10.29131
Uluslararasi Insan Bilimleri Dergisi,0,0,0,5,10.14687
Uluslararasi Insan Calismalari Dergisi,0,7,0,0,10.35235
Uluslararasi Muhendislik Arastirma ve Gelistirme Dergisi,0,45,0,0,10.29137
Uluslararasi Tarim ve Yaban Hayati Bilimleri Dergisi,0,1,0,0,10.24180
Uluslararasi Ticaret ve Ekonomi Arastirmalari Dergisi,0,1,0,0,10.30711
Uluslararasi Turk Egitim Bilimleri Dergisi,0,0,0,1,10.18851
Uluslararasi Turk Lehce Arastirmalari Dergisi,0,1,0,0,10.30563
Undergraduate Writing Center - UT Austin,0,0,0,1,10.5945
Undersea and Hyperbaric Medical Society (UHMS),0,0,0,1,10.22462
Union Matematica Argentina,0,0,2,0,10.33044
Union of Researchers of Macedonia,0,0,0,1,10.37418
United Association of Serbia for Quality UASQ,0,0,0,1,10.25137
United Graduate School of Agricultural Science,0,0,0,4,10.7831
United Nations Publications,0,0,0,9,10.18356
United Scientific Group,0,0,0,2,10.17756
Univ. of Malaya,0,0,0,10,10.22452
Universa BV,1,0,0,0,10.47671
Universal Journal of Mathematics and Applications,0,5,0,0,10.32323
Universal Researchers,0,0,0,1,10.17758
Universal Wiser Publisher Pte. Ltd,0,0,0,1,10.37256
Universe Publishing Group - UniversePG,1,2,0,1,10.34104
Universe Scientific Publishing Pte. Ltd.,0,0,3,2,10.18686
Universidad Academia de Humanismo Cristiano,0,0,0,1,10.25074
Universidad Adolfo Ibanez,0,0,1,1,10.15691
Universidad Autonoma Chapingo,0,0,1,4,10.5154
Universidad Autonoma Metropolitana,0,0,1,1,10.24275
Universidad Autonoma de Bucaramanga,0,3,1,0,10.29375
Universidad Autonoma de Nuevo Leon,1,0,0,0,10.29105
Universidad Autonoma de Occidente,0,0,0,1,10.52811
Universidad Autonoma de Tamaulipas,0,0,0,1,10.29059
Universidad Autonoma del Caribe,0,0,1,1,10.15665
Universidad Autonoma del Estado de Mexico,0,2,0,0,10.30878
Universidad Autonoma del Estado de Morelos,0,0,0,1,10.30973
Universidad CES,0,9,0,3,10.21615
Universidad Carlos III de Madrid,0,0,1,1,10.20318
Universidad Castilla la Mancha,0,0,0,9,10.18239
Universidad Catolica Luis Amigo,1,0,0,1,10.21501
Universidad Catolica de Pereira,1,0,0,1,10.31908
Universidad Catolica de Temuco,0,0,0,1,10.7770
Universidad Catolica de Uruguay,0,0,0,2,10.22235
Universidad Catolica del Norte - Chile,0,0,0,1,10.22199
Universidad Cientifica del Sur,0,0,0,1,10.21142
Universidad Complutense de Madrid (UCM),2,0,0,9,10.5209
Universidad Cooperativa de Colombia- UCC,1,0,1,3,10.16925
Universidad Del Atlantico,0,0,1,0,10.15648
Universidad Distrital Francisco Jose de Caldas,0,0,0,19,10.14483
Universidad EAFIT,0,1,0,1,10.17230
Universidad EIA,0,0,1,8,10.24050
Universidad Estatal de Milagro (UNEMI),0,0,1,1,10.29076
Universidad Federal de Santa Maria,0,0,6,16,10.5902
Universidad Francisco de Paula Santander,1,2,0,1,10.22463
Universidad Icesi,0,0,0,1,10.18046
Universidad Industrial de Santander,1,0,2,2,10.18273
Universidad Internacional de La Rioja,0,0,1,1,10.9781
Universidad Juarez Autonoma de Tabasco,0,0,0,5,10.19136
Universidad La Gran Colombia,0,0,0,1,10.18634
"Universidad La Salle, Mexico",0,0,0,1,10.26457
Universidad Loyola Andalucia,0,0,1,0,10.32418
Universidad Miguel Hernandez de Elche,0,0,2,1,10.21134
Universidad Militar Nueva Granada,0,0,0,6,10.18359
Universidad Nacional Abierta y a Distancia,1,0,0,5,10.22490
Universidad Nacional Agraria la Molina,0,0,0,5,10.21704
Universidad Nacional Autonoma de Mexico,8,0,6,30,10.22201
"Universidad Nacional Mayor de San Marcos, Vicerectorado de Investigacion",0,0,0,4,10.15381
Universidad Nacional Toribio Rodriguez de Mendoza de Amazonas,0,0,0,1,10.25127
Universidad Nacional de Colombia,46,1164,0,62,10.15446
Universidad Nacional de Cordoba,0,0,24,13,10.31051__10.31047__10.32348__10.31055__10.31053__10.31052__10.31050
Universidad Nacional de Costa Rica,0,0,0,5,10.15359
Universidad Nacional de Lanus,0,0,0,1,10.18294
Universidad Nacional de Rosario,0,0,0,1,10.35305
Universidad Nacional de Trujillo,0,0,1,0,10.17268
Universidad Nacional del Litoral,0,0,0,1,10.14409
Universidad Pedagogica y Tecnologica de Colombia,0,0,1,7,10.19053
Universidad Peruana Cayetano Heredia,0,0,0,1,10.20453
Universidad Peruana Union,0,0,0,1,10.17162
Universidad Politecnica de Madrid - University Library,0,23,0,2,10.20868
Universidad Pontificia Bolivariana,0,0,0,1,10.18566
Universidad Pontificia Comillas,0,0,0,3,10.14422
Universidad Privada Antenor Orrego,0,0,0,3,10.22497
Universidad San Francisco De Quito,0,0,3,1,10.18272
Universidad San Gregorio de Portoviejo,0,0,0,1,10.36097
Universidad San Ignacio de Loyola S.A.,1,19,0,0,10.20511
Universidad Santiago de Cali,0,0,0,2,10.21774
Universidad Santo Tomas,0,0,1,3,10.15332
Universidad Simon Bolivar,0,0,0,1,10.17081
Universidad Tecnica Estatal de Quevedo,0,0,3,0,10.18779
Universidad Tecnologica Empresarial de Guayaquil,1,0,0,0,10.47189
Universidad Tecnologica de Panama,0,0,0,1,10.33412
Universidad Tecnologica de Pereira - UTP,0,0,0,35,10.22517
Universidad Tecnologica del Choco Diego Luis Cordoba,0,0,0,3,10.18636
Universidad Veracruzana,0,0,0,9,10.25009
Universidad de Alicante Servicio de Publicaciones,0,0,0,2,10.14198
Universidad de Antioquia,4,7,1,12,10.17533
Universidad de Caldas,0,0,0,15,10.17151
Universidad de Chile,0,0,13,83,10.5354
Universidad de Ciencias Aplicadas Y Ambientales - UDCA,0,0,0,1,10.31910
Universidad de Costa Rica,0,0,3,66,10.15517
Universidad de Extremadura - Servicio de Publicaciones,0,0,0,1,10.17398
Universidad de Guadalajara,0,0,0,4,10.32870
Universidad de Huelva - UHU,0,0,0,2,10.33776
Universidad de Jaen,0,0,0,1,10.17561
Universidad de La Salle,0,0,0,2,10.19052
Universidad de Las Palmas de Gran Canaria,0,0,0,2,10.20420
"Universidad de Los Lagos, Chile",0,0,1,0,10.32735
Universidad de Malaga,0,0,0,4,10.5231
Universidad de Medellin,0,2,1,1,10.22395
Universidad de Navarra,0,0,3,24,10.15581
Universidad de Oviedo,0,0,0,13,10.17811
Universidad de Pamplona,0,0,0,2,10.24054
Universidad de San Buenaventura,0,0,3,6,10.21500
Universidad de Santander - UDES,1,0,0,0,10.15649
Universidad de Santiago de Compostela,0,0,2,2,10.15304
Universidad de Sonora,0,0,2,0,10.18633
Universidad de Sucre,0,0,0,1,10.24188
Universidad de Valparaiso Chile,0,0,0,1,10.22370
Universidad de Zaragoza,0,0,1,3,10.26754
Universidad de la Sabana,3,0,0,9,10.5294
Universidad de los Andes,12,0,0,3,10.7440__10.13043__10.18175
Universidad del Cauca,0,0,0,3,10.18684
Universidad del Magdalena,0,1,1,4,10.21676
Universidad del Norte,0,0,0,2,10.14482
Universidad del Valle,0,20,2,11,10.25100
Universidad el Bosque,0,0,0,1,10.18270
Universidade Catolica Dom Bosco,0,0,4,4,10.20435
Universidade Catolica Portuguesa,1,2,0,0,10.7559
Universidade Estadual da Paraiba (UEPB),0,0,0,5,10.18391
Universidade Estadual da Paraiba/Universidade Federal Rural de Pernambuco (Ethnobiology and Conservation),0,0,0,5,10.15451
Universidade Estadual de Londrina,0,0,0,19,10.5433
Universidade Estadual de Maringa,1,0,7,95,10.4025
Universidade Estadual de Ponta Grossa (UEPG),0,0,0,4,10.5212
Universidade Estadual do Maranhao,0,0,0,2,10.18817
Universidade Estadual do Sudoeste da Bahia/Edicoes UESB,0,0,0,1,10.22481
Universidade Federal da Bahia,0,0,3,4,10.9771
Universidade Federal de Alogoas,0,0,0,1,10.28998
Universidade Federal de Goias,1,0,0,23,10.5216
Universidade Federal de Grande Dourados,0,0,0,3,10.30612
Universidade Federal de Juiz de Fora,1,0,1,0,10.34019
Universidade Federal de Mato Grosso,0,0,0,2,10.18607
Universidade Federal de Minas Gerais - Pro-Reitoria de Pesquisa,0,0,1,0,10.35699
Universidade Federal de Pelotas,0,0,0,6,10.15210
Universidade Federal de Roraima,0,0,0,7,10.18227
Universidade Federal de Santa Catarina (UFSC),0,0,0,36,10.5007
Universidade Federal de Vicosa,0,0,0,3,10.18540
Universidade Federal do Estado do Rio de Janeiro UNIRIO,1,0,4,2,10.9789
Universidade Federal do Para,0,0,0,1,10.18542
Universidade Federal do Parana,0,0,0,15,10.5380
Universidade Federal do Rio Grande do Sul,0,0,2,4,10.22456
Universidade Federal do Tocantins,0,1,0,1,10.20873
Universidade Federal do Triangulo Minero,0,0,0,1,10.18554
Universidade Paranaense,0,0,0,8,10.25110
Universidade Severino Sombra,0,0,0,1,10.21727
Universidade Tiradentes,0,0,0,1,10.17564
Universidade Vale do Rio Verde (UninCor),0,0,0,1,10.5892
Universidade da Coruna,0,0,3,2,10.17979
Universidade de Estado do Rio de Janeiro,0,0,0,11,10.12957
Universidade de Evora,0,0,2,0,10.24902
"Universidade de Sao Paulo, Agencia USP de Gestao da Informacao Academica (AGUIA)",0,0,1,74,10.11606
Universidade do Contestado - UnC,0,0,0,1,10.24302
Universidade do Estado de Santa Catarina,0,0,0,1,10.5965
Universidade do Oeste de Santa Catarina,0,0,0,1,10.18593
"Universidade do Porto, Faculdade de Letras",0,0,0,2,10.21747
Universidade do Sul de Santa Catarina - UNISUL,0,0,0,5,10.19177
Universita degli Studi di Milano-Bicocca Symphonya Emerging Issues in Management,0,38,0,26,10.4468
Universitaet Innsbruck - Innsbruck University Press,0,0,4,7,10.15203
Universitas 17 Agustus 1945 Samarinda,0,0,0,1,10.31293
Universitas Ahmad Dahlan,0,0,0,5,10.12928
"Universitas Ahmad Dahlan, Kampus 3",1,0,0,0,10.26555
Universitas Airlangga,0,0,0,4,10.20473
Universitas Andalas,0,0,0,3,10.25077
Universitas Atma Jaya Yogyakarta,0,0,0,3,10.24002
Universitas BSI,0,0,0,1,10.31311
Universitas Bangka Belitung,1,0,0,0,10.33019
Universitas Cendrawasih,0,0,0,1,10.31957
Universitas Darussalam Gontor,0,0,0,1,10.21111
Universitas Dian Nuswantoro,0,0,0,1,10.33633
Universitas Gadjah Mada,0,0,1,83,10.22146
Universitas Galuh Ciamis,0,0,0,1,10.25157
Universitas Hamzanwadi,0,0,0,1,10.29408
"Universitas Indonesia, Directorate of Research and Public Service",0,0,5,6,10.7454
Universitas Indraprasta PGRI,0,0,0,1,10.30998
Universitas Islam Bandung (Unisba),0,0,0,1,10.29313
Universitas Islam Indonesia (Islamic University of Indonesia),0,0,1,4,10.20885
Universitas Islam Madura,0,0,0,1,10.31102
Universitas Islam Negeri Alauddin Makassar,0,0,0,5,10.24252
Universitas Islam Negeri Sultan Syarif Kasim Riau,0,0,0,2,10.24014
Universitas Islam Sultan Agung,0,0,0,1,10.30659
Universitas Jenderal Soedirman,0,0,0,7,10.20884
Universitas Kristen Satya Wacana,0,0,0,1,10.24246
Universitas Lancang Kuning,0,0,0,1,10.31849
Universitas Medan Area,0,0,0,2,10.31289
Universitas Muhamamadiyah Tapanuli Selatan,0,0,0,1,10.31604
Universitas Muhammadiyah Gorontalo,0,0,0,1,10.31314
Universitas Muhammadiyah Jakarta,0,0,0,1,10.24853
Universitas Muhammadiyah Malang,0,0,0,4,10.22219
Universitas Muhammadiyah Mataram,0,0,0,1,10.31764
Universitas Muhammadiyah Palangkaraya,2,0,0,0,10.33084
Universitas Muhammadiyah Sidoarjo,1,0,0,2,10.21070
Universitas Muhammadiyah Sumatera Utara,0,0,0,2,10.30596
Universitas Muhammadiyah Surakarta,0,0,0,5,10.23917
Universitas Muhammadiyah Yogyakarta,0,0,0,1,10.18196
Universitas Musamus Merauke,0,0,0,1,10.35724
Universitas Negeri Jakarta,0,0,0,1,10.21009
Universitas Negeri Padang (UNP),0,0,0,1,10.24036
Universitas Negeri Semarang,0,0,4,48,10.15294
Universitas Negeri Yogyakarta,0,0,1,21,10.21831
Universitas Nusa Cendana,0,0,0,1,10.35508
Universitas Nusantara PGRI Kediri,2,0,0,0,10.29407
Universitas PGRI Madiun,0,0,1,1,10.25273
Universitas PGRI Semarang,0,0,0,1,10.26877
Universitas Padjadjaran,0,0,0,14,10.24198
Universitas Pekalongan,0,0,0,1,10.31941
Universitas Pendidikan Ganesha,0,0,0,1,10.23887
Universitas Pendidikan Indonesia (UPI),0,0,3,5,10.17509
Universitas Putra Indonesia YPTK Padang,0,0,0,1,10.35134
Universitas Sam Ratulangi,0,0,1,5,10.35792__10.35799__10.35794__10.35793__10.35790
Universitas Sebelas Maret,0,0,3,5,10.20961
Universitas Serambi Mekkah,0,0,0,2,10.32672
Universitas Sriwijaya,0,0,0,1,10.28946
Universitas Sriwijaya - Pusat Inovasi Pembelajaran Unsri,0,0,0,1,10.36706
Universitas Sumatera Utara,0,0,0,1,10.32734
Universitas Tarumanagara,0,0,0,1,10.24912
Universitas Teuku Umar,0,0,0,1,10.35308
Universitas Udayana,0,0,0,1,10.24843
Universitas Wahid Hasyim Semerang,0,0,0,4,10.31942
Universitas Warmadewa,0,0,0,1,10.22225
Universitat Autonoma de Barcelona,0,0,0,10,10.5565
Universitat Jaume I,0,0,0,1,10.6035
Universitat Politecnica de Valencia,9,16,1,13,10.4995
Universitat Pompeu Fabra,0,0,0,1,10.31009
Universitat Rovira I Virgili,0,0,1,0,10.17345
Universitat de Valencia,0,0,24,19,10.7203
Universitatea 1 Decembrie 1918 din Alba Iulia / 1 Decembrie 1918 University of Alba Iulia,0,0,5,1,10.29302
Universitatea Stefan cel Mare din Suceava,0,0,0,1,10.4316
Universitatsbibliothek Bamberg,0,0,2,0,10.20378__10.20377
Universite Arastirmalari Dergisi,0,4,0,0,10.32329
Universite de Bordeaux,0,0,273,5,10.20870
Universite des Antilles et de la Guyane (UAG),0,0,0,1,10.4180
Universite du Quebec a Chicoutimi,0,0,0,3,10.1522
Universiti Malaysia Pahang Publishing,0,0,22,13,10.15282
Universiti Pendidikan Sultan Idris,0,0,1,1,10.37134
Universities Federation for Animal Welfare,0,0,4,1,10.7120
University Clinical Centre Tuzla,0,0,0,5,10.5457
University Hospital for Infectious Diseases - Dr Fran Mihaljevic,0,0,1,0,10.37797
"University Libraries, University of Nevada, Las Vegas",0,0,0,1,10.9741
University Library J. C. Senckenberg,0,0,0,3,10.21248__10.15462
"University Library System, University of Pittsburgh",0,0,0,38,10.5195
University Library/University of Twente,0,0,0,34,10.3990
University North,0,0,0,1,10.31803
University Nove de Julho,0,0,6,3,10.5585
University Press of Colorado,0,0,0,1,10.5876
University Press of Florida,0,0,0,2,10.5744
University Press of Kentucky,0,0,0,1,10.5810
University Service Publishing,0,0,0,165,10.24984
University for Development Studies Library,0,0,0,1,10.47881
University of Adelaide Press,1,0,0,2,10.20851
University of Agricultural Sciences and Veterinary Medicine Cluj-Napoca,0,0,20,187,10.15835
University of Alberta Libraries,0,0,6,9,10.18438__10.29173__10.18433__10.5508
University of Alicante,1,2,0,5,10.7821
University of Arizona,0,1,6,97,10.2458
University of Arizona Library,2,0,0,13,10.1673
University of Baghdad - College of Agriculture,0,0,0,2,10.36103
University of Baghdad - College of Education - Ibn Rushd for Human Sciences,0,0,0,2,10.36473
University of Baghdad College of Science,0,0,0,6,10.24996
University of Banking of National Bank of Ukraine (Kyiv),0,0,0,1,10.18371
University of Basrah - College of Engineering,0,0,0,1,10.37917
"University of Basrah, College of Medicine",0,0,0,1,10.33762
University of Benin - Faculty of Environmental Sciences,1,0,0,0,10.36263
University of Bern,0,0,5,10,10.16910__10.18755__10.13092__10.12684
University of Bialystok,1,0,0,0,10.15290
University of Buckingham Press,0,0,51,38,10.5750
University of California Agriculture and Natural Resources (UC ANR),41,69,255,76,10.3733
University of California Press,44,7039,182,286,10.1525
University of Cape Town,0,0,0,1,10.15641
University of Central Punjab,0,0,0,2,10.24312
University of Chicago Press,16,1630,14,894,10.7208__10.1086__10.5950
University of Colorado at Boulder,0,0,1,0,10.33011
University of Debrecen/ Debreceni Egyetem,1,0,0,11,10.14413__10.5485__10.21845__10.17667
University of Defence,0,0,0,1,10.3849
University of Dundee,0,0,0,1,10.20933
University of Economics and Human Sciences in Warsaw,0,0,0,33,10.5709
University of Economics in Katowice,1,8,0,0,10.22367
University of Energy and Natural Resources,0,0,0,1,10.26796
"University of Engineering and Technology, Peshawar",0,0,0,5,10.25211
University of Florida George A Smathers Libraries,0,0,0,1,10.32473
University of Groningen Press,0,0,0,1,10.21827
University of Guanajuato,0,0,16,2,10.15174
"University of Hamburg, Biodiversitat, Evolution and Okologie der Pflanzen",0,1,0,6,10.7809
University of Huddersfield Press,0,0,0,1,10.5920
University of Human Development,0,0,0,1,10.21928
University of Illinois Libraries,8,10,30,126,10.5210
University of Illinois Press,3,1338,2,24,10.5406
University of Iowa Libraries,0,0,0,2,10.13008
University of Kufa,0,0,0,1,10.30572
University of La Laguna,0,0,0,2,10.25145
University of Latvia,0,0,0,1,10.22364
University of Leicester,0,0,0,1,10.29311
University of Leon,0,0,0,1,10.18002
University of Liege,0,0,3,1,10.25518
"University of Lincoln, School of Film and Media and Changer Agency",0,0,0,4,10.17349
"University of Ljubljana, Faculty of Arts",0,0,1,8,10.4312
University of Louisville,0,0,0,4,10.18297
University of Maastricht,0,0,2,0,10.26481
University of Malaya Press,0,0,0,1,10.14425
University of Management and Technology,0,0,0,2,10.32350__10.29145
University of Maribor,0,0,2,2,10.18690
University of Massachusetts Medical School,0,0,0,2,10.7191
University of Michigan Library,0,0,53,49,10.3998
University of Miskolc,0,0,5,1,10.26649
University of Mosul,0,0,1,1,10.33899
University of Nebraska Press,1,245,0,0,10.5250
University of New South Wales,0,0,0,3,10.31646
University of North Carolina Press (publisher),0,0,0,21,10.5149
University of Notre Dame,1,0,0,18,10.1674
University of Oklahoma Libraries,2,0,0,6,10.15763
University of Oslo Library,0,0,1,2,10.5617
University of Otago Library,0,0,0,6,10.11157
University of Ottawa Library,0,0,0,2,10.18192
University of Pennsylvania Press,0,0,17,1,10.9783
University of Plymouth,0,0,0,2,10.4256
University of Porto,0,0,0,1,10.24840
University of Queensland Library,0,0,0,3,10.14264
University of Rhode Island,0,0,1,0,10.23860
"University of Rijeka, Faculty of Economics",0,0,11,0,10.18045
"University of Rijeka, Faculty of Maritime Studies",0,0,0,3,10.31217
"University of Rijeka, Faculty of Tourism and Hospitality Management",0,2,0,3,10.20867
University of Santiago of Chile,0,0,0,3,10.35588
University of Sarajevo Faculty of Health Sciences,0,0,0,1,10.17532
University of Seville,0,0,0,2,10.15213
University of Sheffield Conference Proceedings,0,0,0,2,10.15445
University of South Bohemia in Ceske Budejovice,1,45,0,1,10.32725
University of South Florida Libraries,0,0,0,10,10.5038
University of Sri Jayewardenepura,0,0,0,5,10.31357
University of St. Augustine for Health Sciences Library,1,0,0,0,10.46409
University of St. Thomas (Project Muse),0,0,0,2,10.1492
University of Surabaya,0,0,0,1,10.24123
University of Szczecin,0,0,3,3,10.18276
University of Szeged,2,51,0,5,10.14232
University of Tartu,0,0,0,15,10.12697
"University of Technology, Sydney (UTS)",0,1,0,9,10.5130
"University of Tennessee, Knoxville",0,0,0,1,10.7290
University of Texas Press,2,1,1,0,10.7560
University of Texas at Arlington Libraries,0,0,0,1,10.32855
University of Tokushima Faculty of Medicine,2,0,0,2,10.2152
University of Toronto Libraries - UOTL,0,0,30,0,10.33137
University of Toronto Medical Journal,0,0,0,2,10.5015
University of Toronto Press Inc. (UTPress),25,0,831,88,10.3138
University of Trunojoyo Madura,0,0,0,3,10.21107
University of Veterinary and Pharmaceutical Sciences,1,0,0,4,10.2754
University of Victoria Libraries,0,0,0,4,10.18357
University of Waikato,0,0,0,4,10.15663
University of Warsaw,16,35,2,4,10.31338__10.7172__10.7311
University of Washington Libraries,0,0,1,3,10.7152
University of Waterloo,0,0,0,4,10.15353
University of West Bohemia,0,0,1,0,10.24132
"University of Western Ontario, Western Libraries",0,1,16,8,10.5206__10.18584
University of Western Sydney SOHACA,0,0,26,4,10.12807
University of Windsor Leddy Library,0,0,24,2,10.22329
University of Wisconsin Press,0,0,0,68,10.3368
University of Zagreb - University Computing Centre,0,0,0,5,10.2498
University of the Aegean,0,0,0,1,10.30955
University of the Western Cape Library Service,0,0,0,10,10.14426
Uniwersytet Gdanski,0,0,0,1,10.26881
Uniwersytet Humanistyczno-Przyrodniczy im. Jana Dlugosza w Czestochowie,0,0,0,1,10.16926
Uniwersytet Jagiellonski - Wydawnictwo Uniwersytetu Jagiellonskiego,1,0,1,0,10.4467
Uniwersytet Kardynala Stefana Wyszynskiego,0,0,0,10,10.21697
Uniwersytet Lodzki (University of Lodz),1,0,1,1,10.18778
Uniwersytet Mikolaja Kopernika/Nicolaus Copernicus University,0,0,0,1,10.12775
Uniwersytet Opolski,0,0,0,1,10.25167
Uniwersytet Przyrodniczy w Lublinie,0,0,0,1,10.24326
Uniwersytet Przyrodniczy w Poznaniu (Poznan University of Life Sciences),0,0,0,1,10.17306
Uniwersytet Przyrodniczy we Wroclawiu,0,0,0,7,10.30825
Uniwersytet Warminsko-Mazurski,0,0,1,0,10.31648
Uniwersytetu Marii Curie-Sklodowskiej w Lublinie,0,0,0,29,10.17951
Uopen Journals,1,0,0,9,10.18352
Update Medical Publishing,0,0,0,420,10.5754
Update Publishing House,0,0,0,2,10.25081
Ural Federal University,0,0,0,2,10.15826
Ural Research Institute of Metrology (UNIIM),0,0,0,2,10.20915
Ural State Mining University,0,0,0,2,10.21440
Ural State University of Railway Transport (USURT),0,0,0,4,10.20291
Urban Planning Institute of the Republic of Slovenia,0,0,0,6,10.5379
Urban Planning International,0,0,8,0,10.22217
Urimalgeulhakhoe,1,1,0,0,10.18628
Ursus,0,0,0,1,10.2192
Usak Universitesi Egitim Arastirmalari Dergisi,0,2,0,0,10.29065
Uspekhi Fizicheskikh Nauk (UFN) Journal,3,1,0,1,10.3367
Uzhhorod National University,0,0,0,1,10.24144
V. N. Karazin Kharkiv National University,0,2,0,3,10.26565
V.I. Shimakov Federal Research Center of Transplantology and Artificial Organs,0,0,0,6,10.15825
V.V. Dokuchaev Soil Science Institute,1,0,0,5,10.19047
VBRI Sverige AB,0,0,24,39,10.5185
VFAST,0,0,0,2,10.21015
VLDB Endowment,104,2829,864,7,10.14778
VM Media SP. zo.o VM Group SK,0,0,0,21,10.5603
VSB - Technical University of Ostrava,0,0,0,1,10.35181
"VSB Technical University of Ostrava, Faculty of Electrical Engineering and Computer Sciences",0,0,0,3,10.15598
VSMU N.N. Burdenko,0,6,0,0,10.18499
VTeX,1,2,0,0,10.15559
VU E-Publishing,0,0,0,3,10.5463
Valahia University of Targoviste - Journal of Science and Arts,1,0,0,0,10.46939
Valley International,0,0,0,19,10.18535
"Vandenhoeck & Ruprecht GmbH & Co, KG",45,64,1,4,10.13109__10.14220
